X,400 cell,X,500 cell,,,X,rho
0.99125,0.124978067,0.793,0.124978067,,,0.456308904,0.517147633
0.99375,0.124978067,0.795,0.124978067,,,0.456626495,0.516223305
0.99625,0.124978067,0.797,0.124978067,,,0.456944085,0.515300299
0.99875,0.124978067,0.799,0.124978067,,,0.457261675,0.514378614
,,0.801,0.124978067,,,0.457579265,0.513458249
,,0.803,0.124978067,,,0.457896855,0.512539201
,,0.805,0.124978067,,,0.458214445,0.511621469
,,0.807,0.124978067,,,0.458532035,0.510705053
,,0.809,0.124978067,,,0.458849625,0.50978995
,,0.811,0.124978067,,,0.459167215,0.50887616
,,0.813,0.124978067,,,0.459484805,0.50796368
,,0.815,0.124978067,,,0.459802396,0.50705251
,,0.817,0.124978067,,,0.460119986,0.506142648
,,0.819,0.124978067,,,0.460437576,0.505234093
,,0.821,0.124978067,,,0.460755166,0.504326842
,,0.823,0.124978067,,,0.461072756,0.503420896
,,0.825,0.124978067,,,0.461390346,0.502516252
,,0.827,0.124978067,,,0.461707936,0.501612908
,,0.829,0.124978067,,,0.462025526,0.500710865
,,0.831,0.124978067,,,0.462343116,0.499810119
,,0.833,0.124978067,,,0.462660706,0.498910671
,,0.835,0.124978067,,,0.462978297,0.498012518
,,0.837,0.124978067,,,0.463295887,0.497115658
,,0.839,0.124978067,,,0.463613477,0.496220091
,,0.841,0.124978067,,,0.463931067,0.495325816
,,0.843,0.124978067,,,0.464248657,0.49443283
,,0.845,0.124978067,,,0.464566247,0.493541133
,,0.847,0.124978067,,,0.464883837,0.492650722
,,0.849,0.124978067,,,0.465201427,0.491761598
,,0.851,0.124978067,,,0.465519017,0.490873757
,,0.853,0.124978067,,,0.465836607,0.489987199
,,0.855,0.124978067,,,0.466154198,0.489101923
,,0.857,0.124978067,,,0.466471788,0.488217926
,,0.859,0.124978067,,,0.466789378,0.487335209
,,0.861,0.124978067,,,0.467106968,0.486453768
,,0.863,0.124978067,,,0.467424558,0.485573604
,,0.865,0.124978067,,,0.467742148,0.484694713
,,0.867,0.124978067,,,0.468059738,0.483817096
,,0.869,0.124978067,,,0.468377328,0.482940751
,,0.871,0.124978067,,,0.468694918,0.482065676
,,0.873,0.124978067,,,0.469012508,0.48119187
,,0.875,0.124978067,,,0.469330099,0.480319332
,,0.877,0.124978067,,,0.469647689,0.479448059
,,0.879,0.124978067,,,0.469965279,0.478578052
,,0.881,0.124978067,,,0.470282869,0.477709308
,,0.883,0.124978067,,,0.470600459,0.476841826
,,0.885,0.124978067,,,0.470918049,0.475975605
,,0.887,0.124978067,,,0.471235639,0.475110643
,,0.889,0.124978067,,,0.471553229,0.474246939
,,0.891,0.124978067,,,0.471870819,0.473384491
,,0.893,0.124978067,,,0.472188409,0.472523299
,,0.895,0.124978067,,,0.472506,0.47166336
,,0.897,0.124978067,,,0.47282359,0.470804674
,,0.899,0.124978067,,,0.47314118,0.469947239
,,0.901,0.124978067,,,0.47345877,0.469091054
,,0.903,0.124978067,,,0.47377636,0.468236117
,,0.905,0.124978067,,,0.47409395,0.467382427
,,0.907,0.124978067,,,0.47441154,0.466529983
,,0.909,0.124978067,,,0.47472913,0.465678783
,,0.911,0.124978067,,,0.47504672,0.464828826
,,0.913,0.124978067,,,0.47536431,0.46398011
,,0.915,0.124978067,,,0.475681901,0.463132635
,,0.917,0.124978067,,,0.475999491,0.462286398
,,0.919,0.124978067,,,0.476317081,0.461441399
,,0.921,0.124978067,,,0.476634671,0.460597636
,,0.923,0.124978067,,,0.476952261,0.459755107
,,0.925,0.124978067,,,0.477269851,0.458913812
,,0.927,0.124978067,,,0.477587441,0.458073749
,,0.929,0.124978067,,,0.477905031,0.457234917
,,0.931,0.124978067,,,0.478222621,0.456397314
,,0.933,0.124978067,,,0.478540211,0.455560939
,,0.935,0.124978067,,,0.478857802,0.45472579
,,0.937,0.124978067,,,0.479175392,0.453891867
,,0.939,0.124978067,,,0.479492982,0.453059168
,,0.941,0.124978067,,,0.479810572,0.452227691
,,0.943,0.124978067,,,0.480128162,0.451397436
,,0.945,0.124978067,,,0.480445752,0.4505684
,,0.947,0.124978067,,,0.480763342,0.449740583
,,0.949,0.124978067,,,0.481080932,0.448913983
,,0.951,0.124978067,,,0.481398522,0.448088599
,,0.953,0.124978067,,,0.481716112,0.44726443
,,0.955,0.124978067,,,0.482033703,0.446441473
,,0.957,0.124978067,,,0.482351293,0.445619729
,,0.959,0.124978067,,,0.482668883,0.444799195
,,0.961,0.124978067,,,0.482986473,0.44397987
,,0.963,0.124978067,,,0.483304063,0.443161753
,,0.965,0.124978067,,,0.483621653,0.442344842
,,0.967,0.124978067,,,0.483939243,0.441529137
,,0.969,0.124978067,,,0.484256833,0.440714635
,,0.971,0.124978067,,,0.484574423,0.439901336
,,0.973,0.124978067,,,0.484892013,0.439089238
,,0.975,0.124978067,,,0.485209604,0.43827834
,,0.977,0.124978067,,,0.485527194,0.43746864
,,0.979,0.124978067,,,0.485844784,0.436660137
,,0.981,0.124978067,,,0.486162374,0.435852831
,,0.983,0.124978067,,,0.486479964,0.435046718
,,0.985,0.124978067,,,0.486797554,0.434241799
,,0.987,0.124978067,,,0.487115144,0.433438072
,,0.989,0.124978067,,,0.487432734,0.432635535
,,0.991,0.124978067,,,0.487750324,0.431834187
,,0.993,0.124978067,,,0.488067914,0.431034028
,,0.995,0.124978067,,,0.488385505,0.430235055
,,0.997,0.124978067,,,0.488703095,0.429437267
,,0.999,0.124978067,,,0.489020685,0.428640663
,,,,,,0.489338275,0.427845241
,,,,,,0.489655865,0.427051001
,,,,,,0.489973455,0.426257942
,,,,,,0.632329208,0.426257942
,,,,,,0.632329208,0.265535409
,,,,,,0.749998087,0.265535409
,,,,,,0.749998087,0.124981972
,,,,,,1,0.124981972
